time,open,high,low,close,Volume
1577975400,68.19544738003472,69.82877734,68.19544738003472,69.4626267225,5200298
1578061800,68.82903705126736,69.10158294,68.35453932,68.6737889375,9963630
1578321000,68.75141299438368,68.75141299438368,67.33798958,67.71377574,6514862
1578407400,68.23259436719184,69.20728484,68.1232863,68.705032185,6547824
1578493800,68.46881327609591,69.42890233,68.46881327609591,69.03143619500001,6113614
1578580200,68.75012473554796,69.95885717,68.75012473554796,69.551755495,6405040
1578666600,69.15094011527398,69.86731951,68.76886766,69.3494090975,4503876
1578925800,69.25017460638699,69.88418171,69.22173816,69.6089665275,7212806
1579012200,69.4295705669435,70.46954093,69.4295705669435,69.998603785,6054004
1579098600,69.71408717597174,69.8191418,68.76886766,69.31809358500001,7380484
1579185000,69.51609038048588,70.07930145,69.51609038048588,69.8227551275,6238632
1579271400,69.66942275399293,70.38763882,69.66942275399293,70.251536775,5896456
1579617000,69.96047976449647,70.73933612,69.96047976449647,70.32020206,6054580
1579703400,70.14034091224823,71.59689941,70.14034091224823,71.0862156525,7073678
1579789800,70.61327828237413,71.4475485,70.61327828237413,71.1793793075,8739926
1579876200,70.89632879493706,72.6230847,70.60443852,71.69445928249999,9999234
1580135400,71.29539403871853,71.29539403871853,68.05106791,68.570146635,13582646
1580221800,69.93277033685926,70.13711471,68.6098812,69.43492453750001,7419468
1580308200,69.68384743717964,69.92513277,68.80259205,69.3337513425,5877814
1580394600,69.50879938983982,69.50879938983982,67.434345,68.317201595,10334250
1580481000,68.91300049241991,68.91300049241991,65.98419584,67.1519031625,12204780
1580740200,68.03245182745997,68.03245182745997,66.48042628,66.8760857525,7687356
1580826600,67.45426878997998,69.40963124,67.45426878997998,69.096476105,10815558
1580913000,68.27537244748999,70.87423372,68.27537244748999,70.4924253425,10792958
1580999400,69.38389889499499,70.84050932,69.38389889499499,70.596007425,5421890
1581085800,69.9899531599975,70.13224876,69.11574719,69.6191922475,10472384
1581345000,69.80457270374875,70.25755899,68.65324114,69.46142228000001,8198426
1581431400,69.63299749187438,72.02327217,69.63299749187438,71.37708859749999,10834218
1581517800,70.50504304468718,72.8254311,70.50504304468718,72.5219115025,7438322
1581604200,71.5134772735936,73.38911034,71.5134772735936,72.671262415,7965630
1581690600,72.0923698442968,73.52882571,72.0923698442968,72.88083547,7469736
1582036200,72.4866026571484,72.4866026571484,70.87423372,71.2873576075,11819286
1582122600,71.8869801323242,73.480648,71.8869801323242,72.990439765,8133942
1582209000,72.43870994866211,73.13376846,71.08139788,72.36172060749999,7755982
1582295400,72.40021527808105,72.40021527808105,69.83841289,70.8477359775,14165040
1582554600,71.62397562779051,71.62397562779051,66.26362658,66.95497676,19728176
1582641000,69.28947619389525,69.28947619389525,64.65930873,66.30578207250001,25658582
1582727400,67.79762913319763,67.79762913319763,64.84238404,65.585525265,19093738
1582813800,66.69157719909882,66.69157719909882,62.19742759,63.18145738,25962430
1582900200,64.93651728954941,64.93651728954941,59.88971513,61.8553658275,19299140
1583159400,63.39594155852471,65.79148499,62.63584478,64.65328651499999,14083044
1583245800,64.02461403676236,66.92366124,63.16579962,64.935126135,14800954
1583332200,64.47987008588117,66.88511907,64.19502011,65.7127505575,10803060
1583418600,65.0963103216906,66.37925309,64.21607377,65.10615701750001,11345974
1583505000,65.1012336695953,65.1012336695953,61.98062788,63.085101955,14819274
1583760600,64.09316781229765,64.09316781229765,58.04450872,58.90327646,14174330
1583847000,61.498222136148826,61.84091251,58.40584157,60.641287455000004,12554730
1583933400,61.06975479557441,61.18569562,57.90479336,59.3489203075,14562868
1584019800,60.2093375515372,60.2093375515372,52.31617864,53.931336470000005,13776036
1584106200,57.070337010768604,57.89034004,52.56188497,55.852422777499996,11600028
1584365400,56.461379894134296,56.461379894134296,48.79438781,50.6937941475,13095850
1584451800,53.57758702081715,53.67960792,48.41860165,51.299628892499996,19195714
1584538200,52.43860795665857,52.43860795665857,46.25060456,48.832929982500005,14520406
1584624600,50.63576896957929,51.14064244,46.75165278,48.94132983750001,10292634
1584711000,49.78854940353965,52.61969823,48.56313479,50.373412357499994,13732978
1584970200,50.08098088051982,51.21290901,48.14109802,49.801783789999995,13153686
1585056600,49.9413823352599,55.92468935,49.9413823352599,54.755175365,15628578
1585143000,52.34827885012995,58.00114878,52.34827885012995,55.958413745,9801666
1585229400,54.15334629756498,58.77680996,54.15334629756498,57.4181984525,9212772
1585315800,55.785772375032494,57.36520297,55.38028119,56.1920756575,12571404
1585575000,55.988924016266246,57.76989576,55.80906284,56.894265825000005,9145510
1585661400,56.44159492063312,58.45883706,56.05958694,57.16044769,10226512
1585747800,56.80102130531656,56.80102130531656,53.08220428,54.3372337025,12936274
1585834200,55.56912750390828,55.56912750390828,53.1111109,54.15295395,9846112
1585920600,54.86104072695414,55.62598753,53.38572387,54.478153515,7177598
1586179800,54.66959712097707,59.64882657,54.66959712097707,57.98669547,17370950
1586266200,56.32814629548854,61.60965949,56.32814629548854,60.36426560999999,11802856
1586352600,58.34620595274426,61.42176641,58.34620595274426,60.550954245,9511570
1586439000,59.44858009887213,62.45758724,59.20559161,60.7749806125,20815010
1586784600,60.111780355686065,60.55456757,59.13814281,59.892124020000004,10961670
1586871000,60.00195218784303,63.16098185,60.00195218784303,62.496129412500004,15346446
1586957400,61.249040800171514,61.73010377,60.69910071,61.3808153525,12026728
1587043800,61.31492807633576,63.31996831,61.31492807633576,62.6683647375,9309966
1587130200,61.99164640691788,64.53370943,61.99164640691788,63.8691099225,10195166
1587389400,62.93037816470894,63.65239453,62.2793297,62.71654245,6241222
1587475800,62.823460307354466,62.823460307354466,59.15259612,60.370299865,12767292
1587562200,61.59688008617724,63.22843065,61.20978447,62.14202322,12030526
1587648600,61.86945165308862,63.5560391,61.86945165308862,62.71292912250001,8544478
1587735000,62.291190387794316,63.70539001,61.82067787,62.841563615,7987978
1587994200,62.56637700139716,64.88092621,62.56637700139716,64.31002031,8903624
1588080600,63.43819865569858,65.74330727,63.43819865569858,64.72675753,9113566
1588167000,64.08247809284929,67.14046095,64.08247809284929,65.98058251,9770988
1588253400,65.03153030142465,66.53342177,64.31724697,65.45303655500001,13736398
1588339800,65.24228342821233,65.24228342821233,61.15197122,62.187792047500004,12031126
1588599000,63.715037737856164,63.715037737856164,60.75691397,61.528961822499994,7615792
1588685400,62.62199978017808,63.99445629,62.52503604,63.088715285000006,9668896
1588771800,62.85535753258904,64.57567222,62.85535753258904,63.82780957999999,6652898
1588858200,63.341583556294516,64.99978063,63.341583556294516,64.48344803250001,6246778
1588944600,63.912515794397265,65.91192927,63.912515794397265,65.3241611725,6033270
1589203800,64.61833848344864,66.34071092,64.61833848344864,65.640929635,5441712
1589290200,65.12963405922432,66.44188411,64.03540735,65.206727995,7153254
1589376600,65.16818102711215,65.16818102711215,62.03844114,63.557243542500004,13728498
1589463000,64.36271228480608,64.74602861,61.38322424,63.3139460925,11389616
1589549400,63.838329188653034,63.838329188653034,62.08180108,62.83096452,14959036
1589808600,63.33464685432652,66.27807989,63.33464685432652,65.45062767,8480874
1589895000,64.39263726216326,67.09710101,64.39263726216326,66.06730239500001,7989994
1589981400,65.22996982858163,68.41760395,65.22996982858163,67.6861819525,9048698
1590067800,66.45807589054081,68.07029082,66.24435549,67.1392565125,8866372
1590154200,66.7986662015204,66.7986662015204,65.56504974,66.2443554925,4968938
1590499800,66.5215108470102,68.47980138,66.5215108470102,67.6366913975,9327184
1590586200,67.07910112225511,68.07510859,65.3530678,67.14286984,13018704
1590672600,67.11098548112756,68.41717035,66.26844435,67.2464519225,10385744
1590759000,67.17871870181378,68.35935709,66.62014165,67.4451849875,12026206
1591018200,67.31195184465689,68.19796176,67.31195184465689,67.8167556025,6335062
1591104600,67.56435372357845,69.24100924,67.56435372357845,68.5894056725,7555808
1591191000,68.07687969803922,71.37046416,68.07687969803922,70.72729169249999,8987508
1591277400,69.4020856952696,72.35328951,69.4020856952696,71.4174374325,6281538
1591363800,70.4097615638848,74.56464654,70.4097615638848,73.705878805,9793530
1591623000,72.05782018444239,73.92306393,72.00640997,73.2937546,5562422
1591709400,72.6757873922212,73.75285207,72.30029402,73.01874417,5725996
1591795800,72.8472657811106,74.54537545,72.8472657811106,73.9696517825,7013284
1591882200,73.4084587818053,73.4084587818053,69.27473364,70.7309050225,9342858
1591968600,72.06968190215264,72.06968190215264,68.82186314,70.52253641,9391828
